,SMILES
1480,NCCN(CC(=O)N)C(=O)C(N)CCCN=C(N)N[N+](=O)[O-]                                                                  
1481,CN1C(=O)N(C)c2nc(NCC(O)CO)n(CCc3ccccc3)c2C1=O                                                                 
1482,NC(=N)NC(=O)Cn1c(ccc1c2ccc(F)cc2)c3ccccc3                                                                     
1483,CCOC(C)(C)c1ccc2c(CCC3C(C)(CCCC23C)C(=O)O)c1                                                                  
1484,CCCc1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1                                                                 
1485,NC(=O)C(=Cc1ccc(cc1)C(=O)N2CCCCC2)C#N                                                                         
1486,CN(C)c1ccc(cc1)N2C(=O)CC3C(CCCN3C2=O)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)OC(C)(C)C                                
1487,Nc1nc(NCCc2ccccc2)nc3sc(nc13)c4occc4                                                                          
1488,CCCCN1C(=O)NC(=O)C(=C1N)N(CCOC)C(=O)c2ccc(cc2)n3c(C)ccc3C                                                     
1489,O=C(N1CCOCC1Cc2cccc(c2)c3occn3)c4ccccc4n5nccn5                                                                
1490,CCNc1nc(Nc2cc(OC)c(cc2F)C(=O)N3CCOCC3)ncc1C(F)(F)F                                                            
1491,CC1(O)N(CCC(=O)Nc2cccc(F)c2)C(=O)OC13CCCCC3                                                                   
1492,Cc1ccc2nc(NCCCN)c3c4ccccc4[nH]c3c2c1                                                                          
1493,CCCCOc1ccc(cc1)S(=O)(=O)NC(CC#Cc2ccccc2)C(=O)O                                                                
1494,CCCc1nnc(NCC(C)(C)N(CC)CC)cc1c2ccccc2                                                                         
1495,CCC(=O)OC1C=C2C(C)CCC3C(OC(=O)C3=C)C2(C)C1=O                                                                  
1496,Fc1ccc(cc1)C2CC(=NN2C(=O)CN3CCCC3)c4cccs4                                                                     
1497,CCC(CO)N(Cc1cccc(O)c1)Cc2ccccc2C                                                                              
1498,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(C=CS(=O)(=O)C)cc23)c1C                                             
1499,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCN4CCCCC4                                                                          
1500,COc1ccc(CNS(=O)(=O)C=Cc2ccc(O)c(O)c2)cc1                                                                      
1501,CC(=C)C1CCC2(C)CCC3(C)C(CCC4C5(C)Cc6c([nH]c7ccc(F)cc67)C(C)(C)C5CCC34C)C12                                    
1502,O=C(N1CCc2ncc(Cn3cccn3)n2CC1)c4ccc[nH]4                                                                       
1503,Nc1nc(N)c2nc(CN3CCc4cc(ccc34)C(=O)NC(CCCC(=O)O)C(=O)O)cnc2n1                                                  
1504,Cc1ccc(cc1)c2nnn(CCC(=O)NC3CCCC3)n2                                                                           
1505,COc1ccc(Cn2ccc3c(Oc4ccc(N)cc4)ncnc23)cc1                                                                      
1506,Cc1ccccc1CCNC(=O)C2CN(CC(F)(F)F)C(=O)C2                                                                       
1507,Cc1ccccc1N2C(=Cc3ccccc3C2=O)Cn4nc(c5cc(O)cc(F)c5)c6c(N)ncnc46                                                 
1508,CN(C)C(=O)c1cccc(COc2ccc(CNC(=O)c3cc4cnccc4[nH]3)cc2)c1                                                       
1509,CC(C)(COCCCN1C=CC(=O)NC1=O)NS(=O)(=O)c2cccc(OCC3CC3)c2                                                        
1510,NC(=O)CCC(NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O                                                       
1511,Nc1nc(O)c2N=C(CCCc3ccccc3)CNc2n1                                                                              
1512,CCCN(CCC)C(=O)CN1C(=O)c2sccc2N3C(=S)SC(=C13)c4ccccc4                                                          
1513,O=Cc1oc(cc1)c2nc3ccccc3s2                                                                                     
1514,COc1ccc(NC(=O)Cn2nnc(c2N)c3onc(n3)c4ccncc4)cc1OC                                                              
1515,CC1N(CCc2c1[nH]c3ccccc23)S(=O)(=O)C                                                                           
1516,CC(O)C1C2C(C)C(=C(N2C1=O)C(=O)O)CSc3ccc4C(=O)CCc4c3                                                           
1517,CC(O)C1C2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)C                                                                       
1518,CC(C)Oc1cccc(c1)C2CC2c3ccc4cc(ccc4c3)C(=N)N                                                                   
1519,COc1ccc(Cn2c(nc3ccccc23)c4ccc(OC)c(O)c4)cc1O                                                                  
1520,O=C(CC1CCN(CCN2CCCCC2)CC1)N3CCOCC3                                                                            
1521,COc1ccc(Cc2cc(ccc2C)C34OCC(CO)(O3)C(O)C(O)C4O)cc1                                                             
1522,CC(C)CC1(C)N=C(C(=O)N1C(CCC(C)(C)C)c2ccc(cc2)C(=O)NCc3nnn[nH]3)c4cccc(F)c4                                    
1523,Cn1ccc2CN(CCCOc3ccc(F)cc3)CCc12                                                                               
1524,CCC(CC)NC1Cc2cc(OC)c(OC)cc2C1                                                                                 
1525,COCCN1CCN(CC1)c2ccc(Nc3ncc4ccn(C5CCCCC5)c4n3)cc2                                                              
1526,CCOCCn1c(nc2ccccc12)C3CN(C3)c4cc(nc(C)n4)n5nc(C)nc5C                                                          
1527,CCCCCCCCC(CO)CCCCCC                                                                                           
1528,CC(C)CC(NC(=O)C(C)N)C(=O)NC(CC(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(C)C(=O)O)C(=O)O)C(=O)O                     
1529,COc1ccc(cc1)c2c(CN(C)CCc3ccccn3)n4C(=O)C(=CN(Cc5ccccc5F)c4c2C#N)C(=O)OC6CCOC6                                 
1530,Cc1cc(cc(C)c1NC(=O)c2cc(cc3ccccc23)c4cccc(CO)c4)C(=O)O                                                        
1531,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2nc(ccc2C(=O)O)C(F)(F)F)n1                                                      
1532,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)(CN)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)CNC(C)C(O)C1(C)O            
1533,CCN(C)c1ncnc2CCN(CCc12)S(=O)(=O)c3ccccc3                                                                      
1534,CC(=Cc1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cccc(N)n6)n(C)c4c3)cc1)C(=O)O                              
1535,CCCCCN1CCC2(C)C(CC)C1Cc3ccc(O)cc23                                                                            
1536,c1ccc(cc1)c2cc(c3ccccc3)[n+](c(c2)c4ccccc4)c5nn[nH]n5                                                         
1537,CC1OC(OCC2OC(OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)C(OC6OCC(O)C(O)C6O)C(O)C2O)C(O)C(O)C1O                     
1538,CCNCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC12C                                                                     
1539,COCCN(C)C(=O)c1cnn(c1C)c2nccc(n2)c3cc(OC)ccc3OC                                                               
1540,O=C(NCCCn1ccnc1)C(=Cc2occc2)NC(=O)c3ccccc3                                                                    
1541,NC(C1CCC(CC1)NC(=O)OCc2ccccc2)C(=O)N3CCSC3                                                                    
1542,COc1cccc(c1)c2nc(n(CCC(O)CC(O)CC(=O)O)c2c3ccc(F)cc3)C(F)(F)F                                                  
1543,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc2c[nH]cn2)NC(=O)COC(=O)C(C)(C)C               
1544,COc1ccc(cc1)n2c(C)cc(C=Cc3nc(O)c(c(O)n3)[N+](=O)[O-])c2C                                                      
1545,COc1cc2CCCCCC(=O)CCCC(C)OC(=O)c2c(OCC(=O)NC(C)C)c1                                                            
1546,Cc1cc(C)c2C(=CC(=O)Oc2c1)C[n+]3ccn(C)c3C                                                                      
1547,COc1ccc(cc1)S(=O)(=O)Nc2cccc3cc(O)[nH]c23                                                                     
1548,COCC(CNC(=O)C)c1c(c2ccccc2)n(C)c3ccccc13                                                                      
1549,CC(OC(=O)C=Cc1ccccc1)C(=O)Nc2cccc(c2)C#N                                                                      
1550,OCC(Cc1ccccc1)Nc2nc(NCc3ccc4OCOc4c3)nc5c2ncn5Cc6ccc(cc6)c7ccccc7                                              
1551,CCN(CC)c1ccc(NC(=O)COC(=O)C23CCC(=O)N2c4ccccc4S3)cc1                                                          
1552,COc1ccc(cc1)n2ncc3c(NC(C)(C)CO)ncnc23                                                                         
1553,CCCCCN(Cc1ccc(cc1)N(CC)CC)C(=O)CCCc2c[nH]c3ccccc23                                                            
1554,COc1ccccc1N2CCN(CCCCCN3N=C(C=CC3=O)n4cnc5ccccc45)CC2                                                          
1555,CC(O)C1COC(=O)N1c2ccnc(NC(C)c3oc(nn3)c4cccc(F)c4)n2                                                           
1556,Cc1cc(C)n2ncc(C(=N)NOC(=O)c3ccccc3F)c2n1                                                                      
1557,C(Sc1nnc2ccc(nn12)c3ccncc3)c4ccccn4                                                                           
1558,CCCC(Nc1cncc(n1)c2ccc(OCCCN3CCCC3)c(OC)c2)c4ccccc4                                                            
1559,CCCc1nn(C)c2C(=O)NC(=Nc12)c3cccnc3OC(C)C                                                                      
1560,COc1ccc(CNc2nc3ccc(C)cc3s2)c(OC)c1OC                                                                          
1561,CCC1=CC(=O)NC(=N1)c2ccc(NCCC(C)O)nc2                                                                          
1562,Cn1c2CC3CCC(N3)c2c4cc(ccc14)S(=O)(=O)c5ccccc5O                                                                
1563,Cc1cc(C)cc(NC(=O)C(N2CCN(CC(=O)N3CCCC3)CC2)c4ccccc4)c1                                                        
1564,CCOc1ccc(C=CC(=O)OCC(=O)c2ccccc2OC)cc1OC                                                                      
1565,Cc1ccc(CNC(=O)CN2C(=O)C3CCCCN3c4ccc(cc24)C(=O)N5CCCC5)cc1                                                     
1566,CC(C)c1ccccc1C2CC3(C)CCOC3OO2                                                                                 
1567,CC(C)(C)NC(=O)N                                                                                               
1568,Cc1cccc(C(=O)NC2(Cc3ccccc3C2)C(=O)O)c1OCC=C                                                                   
1569,COc1cccc(Sc2cc(C)nc3ccc4[nH]cnc4c23)c1                                                                        
1570,NNc1ccc(nn1)n2ccc3ccccc23                                                                                     
1571,CC(C)(C)CCC1(C)C(=O)C(=C2Nc3ccccc3C=C2)C(=O)c4ccccc14                                                         
1572,CCOCC1CN(Cc2cnn(CC)c12)c3ccc(C)nn3                                                                            
1573,CCOC(=O)c1sc2nc(C)cc(C)c2c1N                                                                                  
1574,CC(C)(C)CCN1CCC(CC1)c2ccn3c(c4ccnc(N)n4)c(nc3c2)c5ccc(F)cc5                                                   
1575,CC(Sc1ccccc1)C(=O)NCC(N2CCCCC2)c3occc3                                                                        
1576,CC1(Cc2cc(ncc2O1)C3=CCN(CC3)S(=O)(=O)C)C4CCN(CC4)c5ncc(cn5)C(F)(F)F                                           
1577,CC(=O)C(=Nc1cccc(c1)C(F)(F)F)NNc2ccccc2C(F)(F)F                                                               
1578,CN1C(=O)NC(=O)C12Cc3ccc(NC(=O)CN4C(=O)Nc5ccc(F)cc45)cc3C2                                                     
1579,CC(Oc1ccc(F)cc1)C(O)CCN(C)C                                                                                   
1580,CC(C)(C)c1sc2c(NCC(N)Cc3ccccc3)nc(nc2c1c4ccn[nH]4)c5ccncc5                                                    
1581,COc1ccc2C3=C(C(=O)c2c1)c4ccc(cc4C(=O)N3CCCN5CCOCC5)[N+](=O)[O-]                                               
1582,COc1cc2ccc(nc2cc1OC)C(O)c3ccc4OC(C)(C)C=Cc4c3OC                                                               
1583,CC1CC(C)CN(C1)C(=O)CN2C(=O)Oc3cc(ccc23)S(=O)(=O)N4CCCC4                                                       
1584,NC(CCC(=O)NNc1ccccc1O)C(=O)O                                                                                  
1585,COC(=O)c1ccc(NCc2ccc(cc2)C(C)(C)C)cc1                                                                         
1586,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3COCCN3                                                               
1587,COc1ccc(c(O)c1)c2ncncc2c3ccc(OC)c(OC)c3                                                                       
1588,CC1CCC2=C1C=C3C(C)(C)OOC3(O)CC2C                                                                              
1589,CCCCNC(=O)C1Cc2cc(ccc2N1C(=O)C)S(=O)(=O)N3CCCCC3                                                              
1590,COc1cc(SC)ccc1C(=O)Nc2cccc(c2)S(=O)(=O)NC3=NCCC3                                                              
1591,CN1CCN(CC1)C(=O)NCc2ccc(C)cc2                                                                                 
1592,CC(=C)C1CCC2(COC(=O)Nc3ccccc3)CCC4(C)C(CCC5C6(C)CCC(OC(=O)Nc7ccccc7)C(C)(C)C6CCC45C)C12                       
1593,CCCc1nnc(NC(=O)CCC(=O)Nc2ccccc2OC)s1                                                                          
1594,COc1ccccc1NC(=O)CC(=O)n2nc(C)c(N=Nc3ccccc3F)c2C                                                               
1595,OC1CC(=NNC(=O)OCc2ccccc2)C3CCC4C(C3C1O)C(=O)N(C4=O)c5cccc(Oc6ccccc6)c5                                        
1596,Nc1ccnc2c(cc(O)cc12)C(=O)O                                                                                    
1597,OC(=Nc1cc(ccc1F)c2c[nH]c3nccc3c2)C#C                                                                          
1598,COc1ccccc1C(=O)NC(C(=O)N(CC2CCCC2)CC(=O)NO)C(C)(C)C                                                           
1599,Cc1cc(C)nc(n1)n2nc(cc2C(F)(F)F)C(F)(F)F                                                                       
1600,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)OC          
1601,Nc1ncnc2c1ncn2C3C=C(CF)C(O)C3O                                                                                
1602,CC1=CN(C2CC(N=[N+]=[N-])C(COP(=O)(O)Nc3ccccn3)O2)C(=O)NC1=O                                                   
1603,O=C(N1CCCC1)c2nc3ccccn3c2CNCCCn4ncc5ccccc45                                                                   
1604,Cc1nc(C)n(n1)C2CCCN(C2)C(=O)c3ccc(NC4CC4)nc3                                                                  
1605,COC(=O)C1=C(C)N(Cc2ccccc2)C(=NC1c3ccccc3)NCc4ccc5OCOc5c4                                                      
1606,Cc1nc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(F)(F)F                                                                      
1607,CCCOc1ccc(C=CC(=O)NC2CCCCC2)cc1OC                                                                             
1608,CNC(=O)C(=O)NCC(c1cccs1)S(=O)(=O)c2ccc(F)cc2                                                                  
1609,NC(=S)N1CCCCc2cccnc12                                                                                         
1610,CC(=O)NNc1nc(C)c(s1)C(=NNC(=O)N)C=Cc2ccc(cc2)[N+](=O)[O-]                                                     
1611,CC(=C(C)c1ccc2c(ccn2Cc3ccccc3)c1)C(=O)Nc4ccccc4OCCCC(=O)O                                                     
1612,CN(C)c1ccc(cc1)C2(C(=O)Nc3ccccc23)c4cc(ccc4OCCN5CCOCC5)C(C)(C)C                                               
1613,CC(=O)Nc1cccc(NCC(=O)NN=Cc2ccncc2)c1                                                                          
1614,CC(=C)C1CCC23CC(CCC2C1(C)CCC(=O)O)C(CC#N)C3=O                                                                 
1615,COC1=C(OC)C23CCc4cc5OCOc5cc4C2(CCN3C)CC1=O                                                                    
1616,CC(=O)N1CCCC1c2cc(cc(C)n2)N3CCN(CC(C)(C)C)CC3                                                                 
1617,CC(SC1COC(OC1)c2ccc(cc2)C(=O)N3CCSCC3)C(O)(Cn4cncn4)c5ccc(F)cc5F                                              
1618,CC1C(c2ccccc2)c3ccccc3C4CCCN14                                                                                
1619,CC1Cn2c(S)nc3ccc(C)c(CN1CC=C(C)C)c23                                                                          
1620,COCCOc1cc2ncc(cc2cc1C3CC3)C(=Nc4cc(ccc4N)c5ccccc5)O                                                           
1621,Nc1ncc(cc1c2nc3cc(ccc3[nH]2)S(=O)(=O)N)c4cccc(c4)C#N                                                          
1622,COC(=O)C1=CC(=O)c2ccc(Sc3ccccc3)cc2N1                                                                         
1623,O=C(NCc1ccccn1)c2ccc(OC3CCN(Cc4ccc(cc4)C#C)CC3)cc2                                                            
1624,Cc1ccc(C#N)c(n1)N2CCC(CC2)c3nccn3Cc4cscn4                                                                     
1625,O=C(N1CCCCC1)c2cc(nc3ccccc23)c4ccncc4                                                                         
1626,CN(Cc1ccccc1)Cc2ccc(COc3ccc4C=CC(=O)Nc4c3)cc2                                                                 
1627,CC(C)C(N=C(O)C(CCCNC(=N)N)N=C(O)C(C)(C)N=C(C)O)C(=N)O                                                         
1628,CN(C)c1nc(NC2CCC(CC2)NC(=O)c3cccc(C)c3)nc4ccccc14                                                             
1629,CCN(Cc1ccc(cc1F)C#N)C(=O)CN(C)CC(=O)N                                                                         
1630,O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c5ccccc5                                                        
1631,FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(NC(=O)CCc4ccccc4)cn3                                                     
1632,CCOC(=O)c1c(NC(=S)NC(=O)c2cccs2)scc1c3oc(C)cc3                                                                
1633,OC(=O)c1cc2ccccc2nc1C(=O)O                                                                                    
1634,CCC(C)COc1ccc(cc1)C(NC(=O)C(C)c2ccccc2)C(C)O                                                                  
1635,COc1cccc(NC(=O)NCC2OC(CC2O)N3C=C(C)C(=O)NC3=O)c1                                                              
1636,Cc1n[nH]c(C)c1S(=O)(=O)N2CCCC(C2)C(=O)Nc3ccc4OCCOc4c3                                                         
1637,NC(CC(=C1CCCC1)C(=O)O)C(=O)O                                                                                  
1638,OC(=O)CC(NC(=O)C(Cc1ccccc1)CP(=O)(O)C(Cc2ccccc2)NC(=O)OCc3ccccc3)C(=O)O                                       
1639,COCC(C)Oc1ccc2[nH]nc(c3cc(ncn3)N4CCOC(C4)C(F)(F)F)c2c1                                                        
1640,CCOc1ccc(cc1)S(=O)(=O)NCCC(=O)Nc2cccc(c2)C(=O)OC                                                              
1641,COCCN1CCc2[nH]nc(C(=O)N3CCC(CC3)c4ccc(F)c(F)c4C(F)(F)F)c2C1                                                   
1642,CC(C)S(=O)(=O)NC1CN(C)CC1c2ccc(cc2)c3ccccc3F                                                                  
1643,Ic1ccc(NC(=O)CSc2oc(Cn3cnc4ccccc34)nn2)cc1                                                                    
1644,CC(C)(ON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)CNC(=O)c3cc(O)c(O)cc3F)c4csc(N)n4)C(=O)O                            
1645,COc1cccc(CN(C2CCS(=O)(=O)C2)C(=O)C3=Cc4ccccc4OC3=O)c1                                                         
1646,CC1CCCC(C)N1C(=O)COC(=O)CNS(=O)(=O)c2ccc3ccccc3c2                                                             
1647,CC(C)c1ccc(cc1)C2OC(=NN2C(=O)C)c3ccc(C)cc3                                                                    
1648,COc1ccc(C=C2COc3ccccc3C2=O)c(OC)c1OC                                                                          
1649,O=C(NCc1ccccc1)c2cccn2c3nnc(s3)N4CCCC4                                                                        
1650,CC(=NOCCO)c1ccc2ncc(Cc3ccc4c(cnn4C)c3)n2n1                                                                    
1651,COc1cccc(CNC(=O)C2CCCN2C(=O)C3CCCCN3C(=O)c4cccc5ccccc45)c1                                                    
1652,OCC1CC(Nc2nc(O)nc(O)c2c3nc4ccccc4s3)C(O)C1O                                                                   
1653,CN(C)C(=O)c1ccc(cc1)c2c[nH]c(n2)C(Cc3ccccc3)NC(=O)C4CCC(CN)CC4                                                
1654,OC(CNCCN1CC2CCC1C2)c3cc(nc4c(cccc34)C(F)(F)F)C(F)(F)F                                                         
1655,C(NC1=NCCN1)c2ccccc2                                                                                          
1656,CCCC1(Cc2ccc3ccccc3c2)CC(=O)C(=C(O)O1)Sc4ccccc4C                                                              
1657,CCCC(CCC)S(=O)(=O)CC(NC(=O)c1ccc(C)cc1)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc3cccc(CC)c3                            
1658,CCCc1nc(C)c2c(nc3ccc(OC)nc3n12)S(=O)(=O)C                                                                     
1659,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)O)C(O)C3F                                                                        
1660,O=C(SCC(CN1C=CC=CC=C1)SSC(CSC(=O)N2CCCC2)CN3C=CC=CC=C3)N4CCCC4                                                
1661,NC(=O)C1=CC(CC(OCCCCO)O1)C2=COc3ccccc3C2=O                                                                    
1662,CCCN1CCN(C(CSc2ccccc2)c3ccccc3)C(=O)CC1                                                                       
1663,CCCCCN1C(=O)C(=C(O)c2ccccc12)C(=O)Nc3ccccc3C                                                                  
1664,COc1cccc(F)c1CN2CC(CCC2CO)N=C(O)c3ccc4[nH]nc(c5ccncc5)c4c3                                                    
1665,CCOc1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)cc1                                                                        
1666,Cc1ccn2c(c(C)nc2c1)c3csc(NCc4occc4)n3                                                                         
1667,Nc1ncc(c2ccc(OCCN3CCCC3)cc2)c(n1)c4ccccc4O                                                                    
1668,Oc1cccc(c1)C23CCCCC2CN(CC=C)CC3                                                                               
1669,FC(F)(F)CCC1Oc2ccc(cc2C3(COC(=N)N3)C14COC4)c5cncnc5                                                           
1670,CCCC(C)COc1ccc(cc1)C(CN2CCCC2)NC(=O)C(C)c3ccccc3                                                              
1671,COc1nc(NC(=O)NS(=O)(=O)c2sc3ccccc3c2COCCF)nc(OC)n1                                                            
1672,COc1cc(CN2C(CC(C)C2=O)c3c(OC)cccc3OC)ccc1OC(F)F                                                               
1673,CCCC1=CC(=O)Oc2cc(N3CCN(CC3)C(=O)C(C)CC)c4C=CC(C)(C)Oc4c12                                                    
1674,O=C(CNCc1ccccc1)N2CCCC2                                                                                       
1675,CC(=O)OC1CC2OCC2(OC(=O)C)C3C(O)C4(CC(OC(=O)c5ccccc5)C(=C4C(OC(=O)C)C(OC(=O)c6ccccc6)C13C)C)C(C)(C)O           
1676,CC(N1CCCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3cccs3                                                                  
1677,Cc1ccc(NC(=O)CCS(=O)(=O)c2ccc3nc(C)sc3c2)cc1C                                                                 
1678,Cc1ccc(cc1C(=O)NCc2ccccn2)S(=O)(=O)N3CCOCC3                                                                   
1679,Cc1ccc2nc(N3CCN(CC3)c4cccc(C)c4C)c5nnnn5c2c1                                                                  
1680,CCOc1cc(ccc1O)C(C2=C(O)c3ccccc3OC2=O)C4=C(O)c5ccccc5OC4=O                                                     
1681,O=C(Cc1cccs1)NC2C(CCc3ccccc23)OCc4ccccc4                                                                      
1682,Cc1ccn2cc(CSc3ccccc3)nc2c1                                                                                    
1683,CCCCN1CC(COCc2ccccc2)Oc3cccc(Oc4ccc(OC)cc4)c3S1(=O)=O                                                         
1684,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C)c2c1                                                                         
1685,CC(C)c1ccc(cc1)C(=O)NCC2(CCCCC2)N3CCOCC3                                                                      
1686,CC(C)c1cccc(c1)c2csc(n2)C(O)c3ccc(F)cc3                                                                       
1687,COc1c(NC(=O)C(=O)c2ccc(OCCNC(=O)CC(=O)O)c3ccccc23)cc(cc1NS(=O)(=O)C)C(C)(C)C                                  
1688,CCN(CC)C(=O)c1cccc(c1)c2csc(n2)C(C)(O)c3ccc(OC)cc3                                                            
1689,COC(=O)c1ccc(C=CC(=O)C2=Cc3cc(O)ccc3OC2=O)cc1                                                                 
1690,Cc1c(cnn1c2ccccc2F)C(=O)Nc3ccc(cc3)C(F)(F)F                                                                   
1691,FC(F)(F)Oc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C4C5=C(COC5=O)Nc6cc7cc[nH]c7cc46                                       
1692,Cc1ncnc(N2CCOCC2)c1C#Cc3cncc(NS(=O)(=O)c4ccccc4)c3                                                            
1693,CC=C(CS(=O)(=O)c1ccccc1)S(=O)(=O)c2ccccc2                                                                     
1694,COc1ccc(CCNC(=O)CSC2=Nc3ccsc3C(=O)N2CC4CCC(CC4)C(=O)O)cc1OC                                                   
1695,Fc1ccc(NC(=O)CN2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1                                                                 
1696,CN(C)Cc1nn(C)c2CN(Cc12)S(=O)(=O)c3cccc(C)c3                                                                   
1697,OCc1ccc(COC2C=CC(O)(CC2O)C(=O)O)cc1                                                                           
1698,CCN1C(=O)C=Cc2cnc(Nc3ccc(OC)c(OC)c3)nc12                                                                      
1699,O=C(Cc1ccccc1)Nc2ccc3OC4(CCCC4)Oc3c2                                                                          
1700,CCC(C)CNC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(CCCCN=C(S)NC)NC(=O)C(Cc2cccc3ccccc23)Cc4cccc5ccccc45                    
1701,C[n+]1ccc(C=Cc2ccccc2)cc1                                                                                     
1702,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC(=O)Nc6cccc7ccccc67)C(C)(C)C5CCC34C)C2C1)C(=O)Nc8cccc9ccccc89             
1703,Cc1ccccc1C(=O)C#CC2=CN(C3CC(O)C(CO)O3)C(=O)NC2=O                                                              
1704,Cc1ccccc1C(N(C(=O)Cc2cccs2)c3cccc(F)c3)C(=O)NC4CCCC4                                                          
1705,Cc1cccc(N=C(S)NC2CCCC2)n1                                                                                     
1706,S=C(NC1CCCCC1)N2CCn3cccc3C2c4ccncc4                                                                           
1707,CCCCOc1ccc(cc1CNC(=O)c2ccc(cc2F)C(F)(F)F)c3oc(cc3)C(=O)O                                                      
1708,Cc1nc(SCC(=O)NC(=O)NCc2ccccc2)nc(C)c1C                                                                        
1709,O=C(Nc1ccc(cc1)c2oc(NCCCCN3CCCCC3)nn2)C4CCCCC4                                                                
1710,NC(=O)c1nc(nc(O)c1O)c2cccs2                                                                                   
1711,CN1C(=O)C=C(SCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)c5ccccc15                                                         
1712,CC(C)(C)c1ccccc1NC(=O)c2cc(nc3ccccc23)c4ccncc4                                                                
1713,CCC12C(CC(CC(=O)NCCN3CCOCC3)C(=O)N1CCc4c2[nH]c5ccccc45)C(=O)N6CCN(CC6)C(=O)c7occc7                            
1714,CCSc1nnc(NC(=O)CSc2nc(CC)nc3N(C)C(=O)N(C)C(=O)c23)s1                                                          
1715,CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3Cc6ccc(F)cc6                                     
1716,O=C1CN2C(=NN1)COc3ccc(NC4CNC4)cc23                                                                            
1717,Fc1ccc(F)c(c1)S(=O)(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c4ccccc4                                                      
1718,CCOCCCNC(=O)c1ccccc1SCC                                                                                       
1719,COC1CCN(C(C)C1)c2nc(nc3CCN(Cc23)c4cc(ccc4C)C(C)C)c5c(C)cccc5C                                                 
1720,C1CNC(=NC1)c2ccc3cc([nH]c3c2)c4ccc(cc4)c5ccn6cc(nc6c5)C7=NCCCN7                                               
1721,Ic1ncnc2c1ncn2C3CCCO3                                                                                         
1722,OCc1nccc(n1)N2CCN(CC2)c3nccc4ccccc34                                                                          
1723,CC(C)C12CCC(C)(O1)C(=O)CCC(=CCCC(=CC2)C)C                                                                     
1724,CCCCc1ccc2Cn3cncc3CCN4CCN(C(=O)C4)c5cccc6ccc(Oc1c2)cc56                                                       
1725,CON(C(=O)OC(C)(C)C)c1ccccc1                                                                                   
1726,COCC(=O)N1CCCC2(CCN(C2=O)c3cncnc3)C1                                                                          
1727,CC(C)NS(=O)(=O)c1cc(cc(c1)c2ccccc2F)C(=O)O                                                                    
1728,CC1CCC(OC(=O)C)C2(C)C(CC3C(OC(=O)C=Cc4ccccc4)C12OC3(C)C)OC(=O)c5ccccc5                                        
1729,CNc1cc(C)nc(NCc2cc(C)cc3c(C)c(C)[nH]c23)n1                                                                    
1730,CC(=CCc1cc2C(=O)CC(Oc2c(CC=C(C)C)c1O)c3ccc4OC(C)(C)C=Cc4c3)C                                                  
1731,FC1(F)CN(CCSc2oc(nn2)c3ccccc3)C1                                                                              
1732,Cc1cc(CCCOc2c(C)cc(cc2C)c3ccc(F)c(F)c3)on1                                                                    
1733,CN(C)CC1Cc2cccc3c4CCCCCc4n(C1)c23                                                                             
1734,CN1C(=O)C(=C(N=C1C(C)(C)NC(=O)c2cccnn2)C(=O)NCc3ccc(F)cc3)O                                                   
