,noisy_SMILES
1427,COc1ccccc1N2CCN(CCCN3C(=O)C=Cn4c3nc5N(C)C(=O)N(C)C(=O)c45)CC2                                                 
1428,(=CONc1ccc(cc1)C(=O)NCc2ccccc2)C3CCCCC3                                                                       
1429,COc1ccc(Cc2cc(ccc2C)C3OC4(COC4)C(O)C(O)C3O)cc1                                                                
1430,CC(C)Nc1cc(ncc1C(=NCC(F)C2(O)COC2)O)n3ccc4cc(cnc34)C#N                                                        
1431,CCCCCCCCCCCCCCCCCCC#CCCCCCCCCCCC(=O)O                                                                         
1432,=C(OO)c1cnc(NCc2ccc(cc2)C(F)(F)F)n3nc(nc13)c4occc4                                                            
1433,O=C(NCSc1ccccc1)c2ccccc2                                                                                      
1434,cc1Cnc2C(=O)c3c(O)ccc(O)c3C(=O)c2c1                                                                           
1435,CCCCC1N(Cc2nc3N(C)C(=O)N(C)C(=O)c3n2CC(=O)c4ccccc4)C1                                                         
1436,1OcCc(O)c(C(=O)C=Cc2ccc(C)cc2)c(OC)c3ccoc13                                                                   
1437,Oc2nc1ccccc2n1c3oc4ccc(F)cc4n3                                                                                
1438,1OcCccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)C=Cc3cccc(OC)c3)cc1                                                        
1439,COc1cc(cc(OC)c1OC)C(=O)OC2Cc3c(O)cc(O)cc3OC2c4ccc(O)c(O)c4                                                    
1440,1OcCccc(cc1Sc2ccc3nnc(c4cnn(C)c4)n3n2)C#N                                                                     
1441,Ccccc1(NC(=O)C2CC2)cc1C(=O)Nc3cnc(Nc4cccc(N)c4)nc3                                                            
1442,=C1CCC(=O)Oc2cc(OC(=O)CNc3ccccc3)ccc12                                                                        
1443,O=N(NC=C1C(=O)Nc2ccccc12)C3CC4CCC3C4                                                                          
1444,cn1Cnnc1Sc2ccc(N)c(c2)C(=O)Nc3ccccn3                                                                          
1445,CCC(CN)C(=O)c1cccc(c1)C(=O)Nc2ccccc2C(=O)O                                                                    
1446,1OcCcc2C(=O)c3ccccc3c4nccc(c1[N+](=O)[O-])c24                                                                 
1447,Ccccc1(Nc2nc(N)nc(n2)C(=O)NNc3ccccc3)cc1                                                                      
1448,CN(Cc1ccccc1)C(=O)CCC2CCN(CC2)C(=O)c3ccccc3C(F)(F)F                                                           
1449,CC1Sc(nnc2c3ccccc3n(Cc4ccccc4)c2n1)C(=O)N5CCN(C(C)C5)C(=O)C(c6ccccc6)c7ccccc7                                 
1450,]O-[[N+](=O)c1ccc(cc1)c2nc3c4ccccc4c5occc5c3[nH]2                                                             
1451,NC)=O(CN1CC(c2ccccc2F)C3(CCCCC(=O)N3)C1                                                                       
1452,(NCCCCC(=O)O)C(=O)O                                                                                           
1453,CC(C1OOCC)C2c3cccc[n+]3C(c4cccc(OC(=O)C)c24)C1(C)C                                                            
1454,cc1Ccc(cc1)n2c(SCC(=O)Nc3ccc4OCOc4c3)nnc2c5ccoc5C                                                             
1455,COc1ccc(CNC(=O)Cn2cncn2)cc1OC                                                                                 
1456,oc1Cc(nc1CCOc2ccc(CC3(CCCO3)C(=O)O)cn2)c4ccc(cc4)C#N                                                          
1457,CCCCCCCCc1ccc(cc1)c2ccc(cc2)C(=O)O                                                                            
1458,CC(C)CC(C)c1ccccc1NC(=O)c2cn(C)nc2C(F)(F)F                                                                    
1459,COc1cccc(n1)N(C)Cc2coc(n2)c3ccc(O)cc3                                                                         
1460,cc1Iccc(c1)c2nsc(n2)c3cccc(I)c3                                                                               
1461,COc1ccccc1N2CCN(CC2)c3ncnc4onc(C)c34                                                                          
1462,CC(C)OC(=O)C(CCC(=O)C=[N+]=[N-])NC(=O)OCOC(=O)C(C)(C)C                                                        
1463,CC(=C1CC(=O)O)C(=O)Oc2cc3occ(c4ccc(F)cc4)c3cc12                                                               
1464,nc1Ccc(s1)C(=O)N2CCCC(C2)C(=O)CCc3ccccc3                                                                      
1465,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc4ccccc4)NC(=O)C5CCCN5C(=O)C(Cc6ccccc6)NC(=O)C(CO)NC1=O             
1466,cCOC1ccc2NC3(CCNCC3)C=Cc2c1                                                                                   
1467,FC(F)(F)C(=O)Nc1ccccc1S(=O)(=O)Nc2cccc3cccnc23                                                                
1468,1ScCncc(CN2CCC(CC2)N(C)Cc3cccc(F)c3)s1                                                                        
1469,COO(=C)c1ccc(NC(=O)CSCc2ccccc2C)cc1                                                                           
1470,cc1Ccc(cc1)C2OOC(OO2)c3cccc(C)c3                                                                              
1471,NC)=O(c1ccc(CC(=O)N2CCC(C2)(c3ccc(cc3)C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c5ccc(F)cc5)cc1            
1472,CC(C)CC(NC(=O)N1CCCCCC1)C(=O)N2CCC(CC2)Nc3ccc(OCc4ccccc4)cc3                                                  
1473,CC=C(OO)C1C2COc3ccccc3C2N4C(=O)c5cc(OC)ccc5NC(=O)C14C                                                         
1474,CCCCCCCCC=CCCCCCCCC(=O)NCCc1ccc(O)cc1                                                                         
1475,Ccccc1(OCC2CC3CCC2N3C(=O)c4ccc(C)nc4n5nccn5)nc1                                                               
1476,CC(C)(C)C(=O)N1CCC2(CC1)CCN(C2)C(=O)Nc3ccc(OC(F)(F)F)cc3                                                      
1477,COc1cc(CNC(=O)C2(Cc3ccncc3)OC(=O)N(Cc4ccccc4)C2=O)cc(OC)c1                                                    
1478,(CCCC)C1NC(=O)C(Cc2ccc(OCCCNC1=O)cc2)C(N)CC(O)C(Cc3ccccc3)NC(=O)OC(C)(C)C                                     
1479,CNNCC1(CC1)c2ccc(cc2)C3=Cc4nn(c(N)c4C(=O)N3)c5ccccc5                                                          
1480,NCCN(CC(=O)N)C(=O)C(N)CCCN=C(N)N[N+](=O)[O-]                                                                  
1481,CN=C(1O)N(C)c2nc(NCC(O)CO)n(CCc3ccccc3)c2C1=O                                                                 
1482,=C(NN)NC(=O)Cn1c(ccc1c2ccc(F)cc2)c3ccccc3                                                                     
1483,CCCC(O)(C)c1ccc2c(CCC3C(C)(CCCC23C)C(=O)O)c1                                                                  
1484,cCCC1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1                                                                 
1485,NC)=O(C(=Cc1ccc(cc1)C(=O)N2CCCCC2)C#N                                                                         
1486,CN(C)c1ccc(cc1)N2C(=O)CC3C(CCCN3C2=O)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)OC(C)(C)C                                
1487,Nc(nc1NCCc2ccccc2)nc3sc(nc13)c4occc4                                                                          
1488,CCCCN1C(=O)NC(=O)C(=C1N)N(CCOC)C(=O)c2ccc(cc2)n3c(C)ccc3C                                                     
1489,O=1(NCCCOCC1Cc2cccc(c2)c3occn3)c4ccccc4n5nccn5                                                                
1490,cCNC1nc(Nc2cc(OC)c(cc2F)C(=O)N3CCOCC3)ncc1C(F)(F)F                                                            
1491,CC)(O1N(CCC(=O)Nc2cccc(F)c2)C(=O)OC13CCCCC3                                                                   
1492,cc1Ccc2nc(NCCCN)c3c4ccccc4[nH]c3c2c1                                                                          
1493,CCcCOC1ccc(cc1)S(=O)(=O)NC(CC#Cc2ccccc2)C(=O)O                                                                
1494,cCCC1nnc(NCC(C)(C)N(CC)CC)cc1c2ccccc2                                                                         
1495,CCO(=C)OC1C=C2C(C)CCC3C(OC(=O)C3=C)C2(C)C1=O                                                                  
1496,cc1Fcc(cc1)C2CC(=NN2C(=O)CN3CCCC3)c4cccs4                                                                     
1497,CCO(CC)N(Cc1cccc(O)c1)Cc2ccccc2C                                                                              
1498,(CNCCC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(C=CS(=O)(=O)C)cc23)c1C                                             
1499,CCCC21c3ccc(O)cc3C1(C)CCN2CCN4CCCCC4                                                                          
1500,1OcCccc(CNS(=O)(=O)C=Cc2ccc(O)c(O)c2)cc1                                                                      
1501,CC)=C(C1CCC2(C)CCC3(C)C(CCC4C5(C)Cc6c([nH]c7ccc(F)cc67)C(C)(C)C5CCC34C)C12                                    
1502,(=CON1CCc2ncc(Cn3cccn3)n2CC1)c4ccc[nH]4                                                                       
1503,Nc(nc1N)c2nc(CN3CCc4cc(ccc34)C(=O)NC(CCCC(=O)O)C(=O)O)cnc2n1                                                  
1504,cc1Ccc(cc1)c2nnn(CCC(=O)NC3CCCC3)n2                                                                           
1505,COc1ccc(Cn2ccc3c(Oc4ccc(N)cc4)ncnc23)cc1                                                                      
1506,cc1Ccccc1CCNC(=O)C2CN(CC(F)(F)F)C(=O)C2                                                                       
1507,Ccccc1cc1N2C(=Cc3ccccc3C2=O)Cn4nc(c5cc(O)cc(F)c5)c6c(N)ncnc46                                                 
1508,CN(C)C(=O)c1cccc(COc2ccc(CNC(=O)c3cc4cnccc4[nH]3)cc2)c1                                                       
1509,CC(C)(COCCCN1C=CC(=O)NC1=O)NS(=O)(=O)c2cccc(OCC3CC3)c2                                                        
1510,=C(NO)CCC(NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O                                                       
1511,Nc(nc1O)c2N=C(CCCc3ccccc3)CNc2n1                                                                              
1512,NCCC(CCC)C(=O)CN1C(=O)c2sccc2N3C(=S)SC(=C13)c4ccccc4                                                          
1513,O=oc1Cc(cc1)c2nc3ccccc3s2                                                                                     
1514,1OcCccc(NC(=O)Cn2nnc(c2N)c3onc(n3)c4ccncc4)cc1OC                                                              
1515,CCCN(1Cc2c1[nH]c3ccccc23)S(=O)(=O)C                                                                           
1516,OC(C)C1C2C(C)C(=C(N2C1=O)C(=O)O)CSc3ccc4C(=O)CCc4c3                                                           
1517,CCCO)(1C2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)C                                                                       
1518,CC(C)Oc1cccc(c1)C2CC2c3ccc4cc(ccc4c3)C(=N)N                                                                   
1519,COc1ccc(Cn2c(nc3ccccc23)c4ccc(OC)c(O)c4)cc1O                                                                  
1520,(=COCC1CCN(CCN2CCCCC2)CC1)N3CCOCC3                                                                            
1521,COc1ccc(Cc2cc(ccc2C)C34OCC(CO)(O3)C(O)C(O)C4O)cc1                                                             
1522,CC(C)CC1(C)N=C(C(=O)N1C(CCC(C)(C)C)c2ccc(cc2)C(=O)NCc3nnn[nH]3)c4cccc(F)c4                                    
1523,Cnccc12CN(CCCOc3ccc(F)cc3)CCc12                                                                               
1524,(CCCCC)NC1Cc2cc(OC)c(OC)cc2C1                                                                                 
1525,CO1CNCCCN(CC1)c2ccc(Nc3ncc4ccn(C5CCCCC5)c4n3)cc2                                                              
1526,CCOCCn1c(nc2ccccc12)C3CN(C3)c4cc(nc(C)n4)n5nc(C)nc5C                                                          
1527,CCCCCCCCC(CO)CCCCCC                                                                                           
1528,CC(C)CC(NC(=O)C(C)N)C(=O)NC(CC(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(C)C(=O)O)C(=O)O)C(=O)O                     
1529,COc1ccc(cc1)c2c(CN(C)CCc3ccccn3)n4C(=O)C(=CN(Cc5ccccc5F)c4c2C#N)C(=O)OC6CCOC6                                 
1530,cc1Cc(cc(C)c1NC(=O)c2cc(cc3ccccc23)c4cccc(CO)c4)C(=O)O                                                        
1531,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2nc(ccc2C(=O)O)C(F)(F)F)n1                                                      
1532,1CCCOC(=O)C(C)C(OC2CC(C)(OC)C(O)(CN)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)CNC(C)C(O)C1(C)O            
1533,CC)(CNc1ncnc2CCN(CCc12)S(=O)(=O)c3ccccc3                                                                      
1534,=C(CCc1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cccc(N)n6)n(C)c4c3)cc1)C(=O)O                              
1535,CCNCCC1CCC2(C)C(CC)C1Cc3ccc(O)cc23                                                                            
1536,c1ccc(cc1)c2cc(c3ccccc3)[n+](c(c2)c4ccccc4)c5nn[nH]n5                                                         
1537,CC(OC1OCC2OC(OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)C(OC6OCC(O)C(O)C6O)C(O)C2O)C(O)C(O)C1O                     
1538,CCNCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC12C                                                                     
1539,CO(CNCC)C(=O)c1cnn(c1C)c2nccc(n2)c3cc(OC)ccc3OC                                                               
1540,(=CONCCCn1ccnc1)C(=Cc2occc2)NC(=O)c3ccccc3                                                                    
1541,NCCC1(CC(CC1)NC(=O)OCc2ccccc2)C(=O)N3CCSC3                                                                    
1542,1OcCcccc(c1)c2nc(n(CCC(O)CC(O)CC(=O)O)c2c3ccc(F)cc3)C(F)(F)F                                                  
1543,COO(=C)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc2c[nH]cn2)NC(=O)COC(=O)C(C)(C)C               
1544,1OcCccc(cc1)n2c(C)cc(C=Cc3nc(O)c(c(O)n3)[N+](=O)[O-])c2C                                                      
1545,COc1cc2CCCCCC(=O)CCCC(C)OC(=O)c2c(OCC(=O)NC(C)C)c1                                                            
1546,cc1Cc(C)c2C(=CC(=O)Oc2c1)C[n+]3ccn(C)c3C                                                                      
1547,COc1ccc(cc1)S(=O)(=O)Nc2cccc3cc(O)[nH]c23                                                                     
1548,COCC(CNC(=O)C)c1c(c2ccccc2)n(C)c3ccccc13                                                                      
1549,CC(OC(=O)C=Cc1ccccc1)C(=O)Nc2cccc(c2)C#N                                                                      
1550,(CCOCc1ccccc1)Nc2nc(NCc3ccc4OCOc4c3)nc5c2ncn5Cc6ccc(cc6)c7ccccc7                                              
1551,CCC(CN)c1ccc(NC(=O)COC(=O)C23CCC(=O)N2c4ccccc4S3)cc1                                                          
1552,1OcCccc(cc1)n2ncc3c(NC(C)(C)CO)ncnc23                                                                         
1553,CCNCCC(Cc1ccc(cc1)N(CC)CC)C(=O)CCCc2c[nH]c3ccccc23                                                            
1554,1OcCccccc1N2CCN(CCCCCN3N=C(C=CC3=O)n4cnc5ccccc45)CC2                                                          
1555,CCCO)(1COC(=O)N1c2ccnc(NC(C)c3oc(nn3)c4cccc(F)c4)n2                                                           
1556,cc1Cc(C)n2ncc(C(=N)NOC(=O)c3ccccc3F)c2n1                                                                      
1557,C(nc1Snc2ccc(nn12)c3ccncc3)c4ccccn4                                                                           
1558,CCCC(Nc1cncc(n1)c2ccc(OCCCN3CCCC3)c(OC)c2)c4ccccc4                                                            
1559,CCnc1Cn(C)c2C(=O)NC(=Nc12)c3cccnc3OC(C)C                                                                      
1560,1OcCccc(CNc2nc3ccc(C)cc3s2)c(OC)c1OC                                                                          
1561,CCC1=CC(=O)NC(=N1)c2ccc(NCCC(C)O)nc2                                                                          
1562,cn1C2CC3CCC(N3)c2c4cc(ccc14)S(=O)(=O)c5ccccc5O                                                                
1563,Cc(cc1C)cc(NC(=O)C(N2CCN(CC(=O)N3CCCC3)CC2)c4ccccc4)c1                                                        
1564,cCOC1ccc(C=CC(=O)OCC(=O)c2ccccc2OC)cc1OC                                                                      
1565,Ccccc1(CNC(=O)CN2C(=O)C3CCCCN3c4ccc(cc24)C(=O)N5CCCC5)cc1                                                     
1566,CC(C)c1ccccc1C2CC3(C)CCOC3OO2                                                                                 
1567,CC(C)(C)NC(=O)N                                                                                               
1568,cc1Cccc(C(=O)NC2(Cc3ccccc3C2)C(=O)O)c1OCC=C                                                                   
1569,COc1cccc(Sc2cc(C)nc3ccc4[nH]cnc4c23)c1                                                                        
1570,1NcNccc(nn1)n2ccc3ccccc23                                                                                     
1571,CC(C)(C)CCC1(C)C(=O)C(=C2Nc3ccccc3C=C2)C(=O)c4ccccc14                                                         
1572,CCOCC1CN(Cc2cnn(CC)c12)c3ccc(C)nn3                                                                            
1573,CC=C(OO)c1sc2nc(C)cc(C)c2c1N                                                                                  
1574,CC(C)(C)CCN1CCC(CC1)c2ccn3c(c4ccnc(N)n4)c(nc3c2)c5ccc(F)cc5                                                   
1575,CC1Sc(ccccc1)C(=O)NCC(N2CCCCC2)c3occc3                                                                        
1576,(C1CCc2cc(ncc2O1)C3=CCN(CC3)S(=O)(=O)C)C4CCN(CC4)c5ncc(cn5)C(F)(F)F                                           
1577,CC)=O(C(=Nc1cccc(c1)C(F)(F)F)NNc2ccccc2C(F)(F)F                                                               
1578,CN1C(=O)NC(=O)C12Cc3ccc(NC(=O)CN4C(=O)Nc5ccc(F)cc45)cc3C2                                                     
1579,CC1Oc(ccc(F)cc1)C(O)CCN(C)C                                                                                   
1580,CC(C)(C)c1sc2c(NCC(N)Cc3ccccc3)nc(nc2c1c4ccn[nH]4)c5ccncc5                                                    
1581,COc1ccc2C3=C(C(=O)c2c1)c4ccc(cc4C(=O)N3CCCN5CCOCC5)[N+](=O)[O-]                                               
1582,1OcCcc2ccc(nc2cc1OC)C(O)c3ccc4OC(C)(C)C=Cc4c3OC                                                               
1583,CC(CC1C)CN(C1)C(=O)CN2C(=O)Oc3cc(ccc23)S(=O)(=O)N4CCCC4                                                       
1584,CC(NCC(=O)NNc1ccccc1O)C(=O)O                                                                                  
1585,COO(=C)c1ccc(NCc2ccc(cc2)C(C)(C)C)cc1                                                                         
1586,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3COCCN3                                                               
1587,COc1ccc(c(O)c1)c2ncncc2c3ccc(OC)c(OC)c3                                                                       
1588,CC1CCC2=C1C=C3C(C)(C)OOC3(O)CC2C                                                                              
1589,CCCCNC(=O)C1Cc2cc(ccc2N1C(=O)C)S(=O)(=O)N3CCCCC3                                                              
1590,1OcCcc(SC)ccc1C(=O)Nc2cccc(c2)S(=O)(=O)NC3=NCCC3                                                              
1591,CNNCC1(CC1)C(=O)NCc2ccc(C)cc2                                                                                 
1592,=C(CC)C1CCC2(COC(=O)Nc3ccccc3)CCC4(C)C(CCC5C6(C)CCC(OC(=O)Nc7ccccc7)C(C)(C)C6CCC45C)C12                       
1593,CCnc1Cnc(NC(=O)CCC(=O)Nc2ccccc2OC)s1                                                                          
1594,1OcCccccc1NC(=O)CC(=O)n2nc(C)c(N=Nc3ccccc3F)c2C                                                               
1595,OC(CC1=NNC(=O)OCc2ccccc2)C3CCC4C(C3C1O)C(=O)N(C4=O)c5cccc(Oc6ccccc6)c5                                        
1596,cc1Ncnc2c(cc(O)cc12)C(=O)O                                                                                    
1597,OCc=N(1cc(ccc1F)c2c[nH]c3nccc3c2)C#C                                                                          
1598,1OcCccccc1C(=O)NC(C(=O)N(CC2CCCC2)CC(=O)NO)C(C)(C)C                                                           
1599,Cc(cc1C)nc(n1)n2nc(cc2C(F)(F)F)C(F)(F)F                                                                       
1600,(CCCC)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)OC          
1601,Ncnnc1c2c1ncn2C3C=C(CF)C(O)C3O                                                                                
1602,=C1CCN(C2CC(N=[N+]=[N-])C(COP(=O)(O)Nc3ccccn3)O2)C(=O)NC1=O                                                   
1603,O=1(NCCCCC1)c2nc3ccccn3c2CNCCCn4ncc5ccccc45                                                                   
1604,nc1Cc(C)n(n1)C2CCCN(C2)C(=O)c3ccc(NC4CC4)nc3                                                                  
1605,COO(=C)C1=C(C)N(Cc2ccccc2)C(=NC1c3ccccc3)NCc4ccc5OCOc5c4                                                      
1606,nc1Cc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(F)(F)F                                                                      
1607,CC1OcCccc(C=CC(=O)NC2CCCCC2)cc1OC                                                                             
1608,(NCC=O)C(=O)NCC(c1cccs1)S(=O)(=O)c2ccc(F)cc2                                                                  
1609,NC)=S(N1CCCCc2cccnc12                                                                                         
1610,=C(CO)NNc1nc(C)c(s1)C(=NNC(=O)N)C=Cc2ccc(cc2)[N+](=O)[O-]                                                     
1611,CC(=C(C)c1ccc2c(ccn2Cc3ccccc3)c1)C(=O)Nc4ccccc4OCCCC(=O)O                                                     
1612,CN(C)c1ccc(cc1)C2(C(=O)Nc3ccccc23)c4cc(ccc4OCCN5CCOCC5)C(C)(C)C                                               
1613,CC)=O(Nc1cccc(NCC(=O)NN=Cc2ccncc2)c1                                                                          
1614,=C(CC)C1CCC23CC(CCC2C1(C)CCC(=O)O)C(CC#N)C3=O                                                                 
1615,COC1=C(OC)C23CCc4cc5OCOc5cc4C2(CCN3C)CC1=O                                                                    
1616,=C(CO)N1CCCC1c2cc(cc(C)n2)N3CCN(CC(C)(C)C)CC3                                                                 
1617,CC1SC(COC(OC1)c2ccc(cc2)C(=O)N3CCSCC3)C(O)(Cn4cncn4)c5ccc(F)cc5F                                              
1618,CC1C(c2ccccc2)c3ccccc3C4CCCN14                                                                                
1619,CC2Cn1c(S)nc3ccc(C)c(CN1CC=C(C)C)c23                                                                          
1620,COCCOc1cc2ncc(cc2cc1C3CC3)C(=Nc4cc(ccc4N)c5ccccc5)O                                                           
1621,Nccnc1(cc1c2nc3cc(ccc3[nH]2)S(=O)(=O)N)c4cccc(c4)C#N                                                          
1622,(OCC=O)C1=CC(=O)c2ccc(Sc3ccccc3)cc2N1                                                                         
1623,O=C(NCc1ccccn1)c2ccc(OC3CCN(Cc4ccc(cc4)C#C)CC3)cc2                                                            
1624,cc1Ccc(C#N)c(n1)N2CCC(CC2)c3nccn3Cc4cscn4                                                                     
1625,O=1(NCCCCCC1)c2cc(nc3ccccc23)c4ccncc4                                                                         
1626,CN(Cc1ccccc1)Cc2ccc(COc3ccc4C=CC(=O)Nc4c3)cc2                                                                 
1627,CCCC)((N=C(O)C(CCCNC(=N)N)N=C(O)C(C)(C)N=C(C)O)C(=N)O                                                         
1628,CN(C)c1nc(NC2CCC(CC2)NC(=O)c3cccc(C)c3)nc4ccccc14                                                             
1629,CCc(CN1ccc(cc1F)C#N)C(=O)CN(C)CC(=O)N                                                                         
1630,(=SO=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c5ccccc5                                                        
1631,FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(NC(=O)CCc4ccccc4)cn3                                                     
1632,CCOC(=O)c1c(NC(=S)NC(=O)c2cccs2)scc1c3oc(C)cc3                                                                
1633,OC)=O(c1cc2ccccc2nc1C(=O)O                                                                                    
1634,(CCCC)COc1ccc(cc1)C(NC(=O)C(C)c2ccccc2)C(C)O                                                                  
1635,COc1cccc(NC(=O)NCC2OC(CC2O)N3C=C(C)C(=O)NC3=O)c1                                                              
1636,nc1C[nH]c(C)c1S(=O)(=O)N2CCCC(C2)C(=O)Nc3ccc4OCCOc4c3                                                         
1637,NC(CC(=C1CCCC1)C(=O)O)C(=O)O                                                                                  
1638,=C(OO)CC(NC(=O)C(Cc1ccccc1)CP(=O)(O)C(Cc2ccccc2)NC(=O)OCc3ccccc3)C(=O)O                                       
1639,COCC(C)Oc1ccc2[nH]nc(c3cc(ncn3)N4CCOC(C4)C(F)(F)F)c2c1                                                        
1640,cCOC1ccc(cc1)S(=O)(=O)NCCC(=O)Nc2cccc(c2)C(=O)OC                                                              
1641,CO1CNCCCc2[nH]nc(C(=O)N3CCC(CC3)c4ccc(F)c(F)c4C(F)(F)F)c2C1                                                   
1642,CC(C)S(=O)(=O)NC1CN(C)CC1c2ccc(cc2)c3ccccc3F                                                                  
1643,Icccc1(NC(=O)CSc2oc(Cn3cnc4ccccc34)nn2)cc1                                                                    
1644,CC(C)(ON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)CNC(=O)c3cc(O)c(O)cc3F)c4csc(N)n4)C(=O)O                            
1645,COc1cccc(CN(C2CCS(=O)(=O)C2)C(=O)C3=Cc4ccccc4OC3=O)c1                                                         
1646,CC1CCCC(C)N1C(=O)COC(=O)CNS(=O)(=O)c2ccc3ccccc3c2                                                             
1647,CCcC)(1ccc(cc1)C2OC(=NN2C(=O)C)c3ccc(C)cc3                                                                    
1648,1OcCccc(C=C2COc3ccccc3C2=O)c(OC)c1OC                                                                          
1649,O=C(NCc1ccccc1)c2cccn2c3nnc(s3)N4CCCC4                                                                        
1650,=C(CNOCCO)c1ccc2ncc(Cc3ccc4c(cnn4C)c3)n2n1                                                                    
1651,COc1cccc(CNC(=O)C2CCCN2C(=O)C3CCCCN3C(=O)c4cccc5ccccc45)c1                                                    
1652,1CCOCC(Nc2nc(O)nc(O)c2c3nc4ccccc4s3)C(O)C1O                                                                   
1653,CNCC)((=O)c1ccc(cc1)c2c[nH]c(n2)C(Cc3ccccc3)NC(=O)C4CCC(CN)CC4                                                
1654,CC(ONCCN1CC2CCC1C2)c3cc(nc4c(cccc34)C(F)(F)F)C(F)(F)F                                                         
1655,C(=C1NNCCN1)c2ccccc2                                                                                          
1656,CCCC1(Cc2ccc3ccccc3c2)CC(=O)C(=C(O)O1)Sc4ccccc4C                                                              
1657,CCCC(CCC)S(=O)(=O)CC(NC(=O)c1ccc(C)cc1)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc3cccc(CC)c3                            
1658,cCCC1nc(C)c2c(nc3ccc(OC)nc3n12)S(=O)(=O)C                                                                     
1659,Ncnnc1c2c1ncn2C3OC(COP(=O)(O)O)C(O)C3F                                                                        
1660,(=COSCC(CN1C=CC=CC=C1)SSC(CSC(=O)N2CCCC2)CN3C=CC=CC=C3)N4CCCC4                                                
1661,NC)=O(C1=CC(CC(OCCCCO)O1)C2=COc3ccccc3C2=O                                                                    
1662,NCCC1CCN(C(CSc2ccccc2)c3ccccc3)C(=O)CC1                                                                       
1663,CCNCCC1C(=O)C(=C(O)c2ccccc12)C(=O)Nc3ccccc3C                                                                  
1664,1OcCcccc(F)c1CN2CC(CCC2CO)N=C(O)c3ccc4[nH]nc(c5ccncc5)c4c3                                                    
1665,CCcc1Occ(NC(=O)c2ccc(CN3CCCCC3)cc2)cc1                                                                        
1666,cc1Ccn2c(c(C)nc2c1)c3csc(NCc4occc4)n3                                                                         
1667,Nccnc1(c2ccc(OCCN3CCCC3)cc2)c(n1)c4ccccc4O                                                                    
1668,cc1Occc(c1)C23CCCCC2CN(CC=C)CC3                                                                               
1669,FC(F)(F)CCC1Oc2ccc(cc2C3(COC(=N)N3)C14COC4)c5cncnc5                                                           
1670,CCCC(C)COc1ccc(cc1)C(CN2CCCC2)NC(=O)C(C)c3ccccc3                                                              
1671,COc1nc(NC(=O)NS(=O)(=O)c2sc3ccccc3c2COCCF)nc(OC)n1                                                            
1672,1OcCcc(CN2C(CC(C)C2=O)c3c(OC)cccc3OC)ccc1OC(F)F                                                               
1673,CC=C1CCC(=O)Oc2cc(N3CCN(CC3)C(=O)C(C)CC)c4C=CC(C)(C)Oc4c12                                                    
1674,(=COCNCc1ccccc1)N2CCCC2                                                                                       
1675,CC)=O(OC1CC2OCC2(OC(=O)C)C3C(O)C4(CC(OC(=O)c5ccccc5)C(=C4C(OC(=O)C)C(OC(=O)c6ccccc6)C13C)C)C(C)(C)O           
1676,NC(C1CCCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3cccs3                                                                  
1677,Ccccc1(NC(=O)CCS(=O)(=O)c2ccc3nc(C)sc3c2)cc1C                                                                 
1678,cc1Ccc(cc1C(=O)NCc2ccccn2)S(=O)(=O)N3CCOCC3                                                                   
1679,Ccccc12nc(N3CCN(CC3)c4cccc(C)c4C)c5nnnn5c2c1                                                                  
1680,cCOC1cc(ccc1O)C(C2=C(O)c3ccccc3OC2=O)C4=C(O)c5ccccc5OC4=O                                                     
1681,O=c(CC1cccs1)NC2C(CCc3ccccc23)OCc4ccccc4                                                                      
1682,cc1Ccn2cc(CSc3ccccc3)nc2c1                                                                                    
